url,headline,datetime,organization,caa
https://www.altnews.in/photos-of-2016-maratha-agitation-passed-off-as-gatherings-in-favour-of-caa/,Photos of 2016 Maratha agitation passed off as gatherings in favour of CAA,12/20/19,Alt News,Yes
https://www.altnews.in/image-from-2018-shared-as-policemen-injured-during-anti-caa-protest/,Image from 2018 shared as policemen injured during anti-CAA protest,12/20/19,Alt News,Yes
https://www.altnews.in/video-from-kuwait-showing-mock-drill-shared-as-attack-on-sultan-of-oman/,Video from Kuwait showing mock drill shared as attack on Sultan of Oman,12/20/19,Alt News,No
https://www.altnews.in/caa-protest-no-bengaluru-cop-did-not-threaten-to-punch-historian-ramachandra-guha/,"CAA Protest: No, Bengaluru cop did not threaten to punch historian Ramachandra Guha",12/19/19,Alt News,Yes
https://www.altnews.in/old-video-of-eviction-from-forest-area-in-assam-viral-in-the-context-of-nrc/,Video from 2017 of eviction from forest area in Assam viral in the context of NRC,12/19/19,Alt News,Yes
https://www.altnews.in/no-girl-with-rahul-gandhi-is-not-jamia-student-who-opposed-police-lathi-charge/,"No, girl with Rahul Gandhi is not Jamia student who opposed police lathi-charge",12/19/19,Alt News,Yes
https://www.altnews.in/screengrabs-of-news-18-indias-fact-check-shared-as-rbi-discontinuing-rs-2000-notes/,"No, RBI is not scrapping Rs 2000 notes; News18 fact-check viral with false claim",12/19/19,Alt News,No
https://www.altnews.in/old-photos-from-pakistan-shared-as-weapons-seized-from-jamia-milia-campus/,Old photos from Pakistan shared as weapons seized from Jamia Milia campus,12/19/19,Alt News,Yes
https://www.altnews.in/was-aap-mla-amanatullah-khan-part-of-a-mob-that-torched-buses-on-december-15-a-fact-check/,Was AAP MLA Amanatullah Khan part of a mob that torched buses on December 15? – A fact-check,12/19/19,Alt News,Yes
https://www.altnews.in/sourav-gangulys-claim-daughters-instagram-story-on-caa-protests-not-true-is-false/,Sourav Ganguly’s claim daughter’s Instagram story on CAA protests “not true” is false,12/19/19,Alt News,Yes
https://www.altnews.in/images-of-detention-centres-in-the-us-shared-as-assam/,Images of detention centres in the US shared as Assam,12/18/19,Alt News,Yes
https://www.altnews.in/a-photograph-of-smriti-irani-with-bjp-leader-hukumdev-narayan-viral-as-irani-with-rape-guru/,Photo of Smriti Irani greeting BJP leader Hukumdev Narayan Yadav shared as ‘rape guru’,12/18/19,Alt News,No
https://www.altnews.in/no-abvp-and-rss-member-bharat-sharma-did-not-join-delhi-police-during-caa-protests/,Did ABVP member ‘Bharat Sharma’ pose as Delhi cop during clashes in CAA protests? – A fact-check,12/18/19,Alt News,Yes
https://www.altnews.in/photo-from-2016-viral-as-toddler-injured-by-muslim-protesters-during-caa-agitation-in-west-bengal/,Photo from 2016 viral as toddler injured by Muslim protesters during CAA agitation in West Bengal,12/17/19,Alt News,Yes
https://www.altnews.in/old-image-falsely-shared-as-male-protester-of-jamia-milia-islamia-detained-in-a-burqa/,Old image from Egypt shared as male protester of Jamia Milia detained in a burqa,12/17/19,Alt News,Yes
https://www.altnews.in/unrelated-video-from-2017-shared-amidst-caa-protests-with-a-communal-spin/,Unrelated video from 2017 shared amidst CAA protests with a communal spin,12/17/19,Alt News,Yes
https://www.altnews.in/old-photo-shared-as-police-crackdown-on-jamia-milia-islamia-students-over-caa-protest/,Old photo of Lucknow cop falsely shared as Delhi police brutality,12/17/19,Alt News,Yes
https://www.altnews.in/old-image-of-assam-cm-shared-as-him-escaping-his-house-after-anti-caa-protest/,Old image of Assam CM shared as him escaping his house during anti-CAA protest,12/16/19,Alt News,Yes
https://www.altnews.in/no-amu-students-did-not-raise-the-slogan-hinduon-ki-kabr-khudegi/,"No, AMU students did not raise the slogan “Hinduon ki kabr khudegi”",12/16/19,Alt News,Yes
https://www.altnews.in/photo-from-bangladesh-shared-as-toddler-injured-during-anti-cab-protests-in-west-bengal/,Photo from Bangladesh shared as toddler injured during anti-CAB protests in West Bengal,12/16/19,Alt News,Yes
https://www.altnews.in/photo-from-2018-traced-to-dominican-republic-shared-as-detention-centre-in-assam/,Photo from 2018 traced to Dominican Republic shared as detention centre in Assam,12/15/19,Alt News,Yes
https://www.altnews.in/unrelated-images-of-burning-trains-injured-woman-shared-amidst-anti-cab-protests/,"Unrelated images of burning trains, injured woman shared amidst anti-CAB protests",12/15/19,Alt News,Yes
https://www.altnews.in/how-multiple-twitter-handles-changed-their-religion-overnight-to-support-cab-bill/,How multiple Twitter handles changed their religion overnight to support CAB,12/14/19,Alt News,Yes
https://www.altnews.in/old-images-of-vandalism-shared-in-the-wake-of-citizenship-amendment-act-protest/,Old images of vandalism shared in the wake of Citizenship Amendment Act protest,12/14/19,Alt News,Yes
https://www.altnews.in/image-from-bangladesh-shared-as-protest-in-mumbai-against-citizenship-amendment-act/,Image from Bangladesh shared as protest in Mumbai against Citizenship Amendment Act,12/14/19,Alt News,Yes
https://www.altnews.in/old-video-shared-as-girl-found-in-mangalore-with-a-group-of-tamil-beggars/,Old video shared as girl found in Mangalore with a group of Tamil beggars,12/14/19,Alt News,No
https://www.altnews.in/rahul-gandhi-did-not-say-women-should-be-raped-as-claimed-by-union-minister-smriti-irani/,"Rahul Gandhi did not say “women should be raped”, as claimed by union minister Smriti Irani",12/13/19,Alt News,No
https://www.altnews.in/video-from-jharkhand-shared-as-police-lathicharging-woman-over-cab-protest/,Video from Jharkhand shared as police lathicharging woman over CAB protest,12/13/19,Alt News,Yes
https://www.altnews.in/no-advocates-are-not-exempted-from-paying-toll-fees/,"No, advocates are not exempted from paying toll fees",12/13/19,Alt News,No
https://www.altnews.in/photo-from-mp-shared-as-hanuman-idol-found-at-allotted-site-for-mosque-in-ayodhya/,Photo from MP shared as Hanuman idol found at allotted site for mosque in Ayodhya,12/12/19,Alt News,No
https://www.altnews.in/dainik-bhaskar-misquotes-congress-leader-jyotiraditya-scindia-as-supporting-citizenship-amendment-bill/,Dainik Bhaskar misquotes Congress leader Jyotiraditya Scindia as supporting Citizenship Amendment Bill,12/12/19,Alt News,Yes
https://www.altnews.in/video-from-2015-shared-bangladeshis-illegally-entering-india-after-passing-of-cab/,Video from 2015 shared as Bangladeshis illegally entering India after passing of CAB,12/12/19,Alt News,Yes
https://www.altnews.in/old-mock-drill-video-from-jharkhand-viral-as-police-firing-during-cab-protests-in-assam/,Old mock drill video from Jharkhand viral as police firing during CAB protests in Assam,12/12/19,Alt News,Yes
https://www.altnews.in/video-of-assault-from-pakistan-falsely-shared-as-hindu-girl-beaten-up/,Video of assault from Pakistan falsely shared as Hindu girl beaten up,12/12/19,Alt News,No
https://www.altnews.in/opindia-misreports-kapil-sibals-speech-in-parliament-on-citizenship-amendment-bill/,OpIndia misreports Kapil Sibal’s speech in Parliament on Citizenship Amendment Bill,12/11/19,Alt News,Yes
https://www.altnews.in/crazy-sex-run-by-irish-sheep-after-consuming-viagra-indian-media-falls-for-satire/,Crazy sex run by Irish sheep after consuming Viagra? Indian media falls for satire,12/11/19,Alt News,No
https://www.altnews.in/cctv-video-of-suicide-from-cairo-tower-egypt-viral-as-burj-khalifa-dubai/,"CCTV video of suicide from Cairo Tower, Egypt viral as Burj Khalifa, Dubai",12/11/19,Alt News,No
https://www.altnews.in/no-man-criticizing-judicial-system-in-viral-video-after-hyderabad-rape-is-not-justice-srikrishna/,"No, man criticizing judicial system in viral video after Hyderabad rape is not Justice Srikrishna",12/11/19,Alt News,No
https://www.altnews.in/israeli-policeman-strangling-palestinian-child-to-death-old-video-false-claim/,"Israeli policeman strangling Palestinian child to death? Old video, false claim",12/10/19,Alt News,No
https://www.altnews.in/no-this-is-not-amit-shah-touching-the-feet-of-nithyananda/,"No, this is not Amit Shah touching the feet of Nithyananda",12/10/19,Alt News,No
https://www.altnews.in/trucks-loaded-with-onions-blocked-by-mamata-banerjee-govt-to-keep-prices-inflated-alt-news-fact-check/,Trucks loaded with onions blocked by Mamata Banerjee govt to keep prices inflated? – Alt News fact-check,12/10/19,Alt News,No
https://www.altnews.in/image-of-boy-with-acid-burns-viral-as-child-punished-for-wearing-ayyappa-necklace-in-tamil-nadu-school/,Image of boy with acid burns viral as child punished for wearing Ayyappa necklace in Tamil Nadu school,12/10/19,Alt News,No
https://www.altnews.in/no-this-is-not-an-image-of-the-juvenile-convict-of-the-nirbhaya-rape-case/,"No, this is not an image of the juvenile convict of the Nirbhaya rape case",12/10/19,Alt News,No
https://www.altnews.in/old-video-viral-false-claim-hyderabad-rape-victim-divya-reddy-received-award-for-her-work/,"No, the lady receiving award in viral video is not Hyderabad rape victim",12/9/19,Alt News,No
https://www.altnews.in/old-video-from-rajasthan-falsely-shared-as-pauper-women-being-lifted-and-raped/,Old video from Rajasthan falsely shared as poor women lifted and raped,12/9/19,Alt News,No
https://www.altnews.in/clipped-image-of-e-paper-shared-with-false-claim-of-rbi-scrapping-rs-2000-note-after-dec-31/,Clipped image of e-paper shared with false claim of RBI scrapping Rs 2000 note after Dec 31,12/9/19,Alt News,No
https://www.altnews.in/no-sending-sms-to-9969777888-will-not-enable-police-to-track-your-location/,"No, sending SMS to 9969777888 will not enable police to track your location",12/7/19,Alt News,No
https://www.altnews.in/image-from-2017-shared-as-woman-raped-and-beheaded-in-saharanpur-uttar-pradesh/,"Image from 2017 shared as woman raped and beheaded in Saharanpur, Uttar Pradesh",12/7/19,Alt News,No
https://www.altnews.in/misleading-claim-1091-7837018555-are-pan-india-helpline-numbers-for-women-home-drop-service/,Misleading claim: ‘1091’ & ‘7837018555’ are pan-India helpline numbers for women home-drop service,12/7/19,Alt News,No
https://www.altnews.in/media-misreports-image-from-2015-as-photograph-of-hyderabad-encounter/,Media misreports image from 2015 as photograph of Hyderabad encounter,12/6/19,Alt News,No
https://www.altnews.in/were-all-the-accused-in-hyderabad-rape-case-from-the-muslim-community/,False claim suggests all Hyderabad rape accused hailed from Muslim community,12/6/19,Alt News,No
https://www.altnews.in/video-from-brazil-showing-man-assaulting-young-girl-shared-as-rajasthan/,Video from Brazil showing man assaulting young girl shared as Rajasthan,12/6/19,Alt News,No
https://www.altnews.in/modi-govt-introduces-new-law-awarding-death-penalty-for-rape-clipped-video-misleading-claim/,"Modi govt introduces new law awarding death penalty for rape? Clipped video, misleading claim",12/6/19,Alt News,No
https://www.altnews.in/digitally-created-artwork-shared-as-real/,Digitally-created artwork showing a hurricane shared as powers of ‘Buddhist God’,12/6/19,Alt News,No
https://www.altnews.in/no-the-accused-in-hyderabad-gang-rape-case-are-not-minors/,"No, Hyderabad rape accused are not minors given fictional Hindu identities by police",12/5/19,Alt News,No
https://www.altnews.in/personal-dispute-in-gujarat-given-communal-spin-on-social-media-and-by-gstv/,Personal dispute in Gujarat given communal spin on social media and by GSTV,12/5/19,Alt News,No
https://www.altnews.in/images-shared-to-claim-lynch-mob-justice-deterred-rape-in-nagaland-fact-check/,Images shared to claim mob justice stopped rape incidents in Nagaland – Fact-check,12/5/19,Alt News,No
https://www.altnews.in/false-claim-new-section-233-of-ipc-enacted-by-modi-govt-to-combat-crimes-against-women/,False claim: New section 233 of IPC enacted by Modi govt to combat crimes against women,12/5/19,Alt News,No
https://www.altnews.in/inc-bjp-commemorate-indian-navy-day-by-posting-images-of-u-s-navy-combat-ship/,"Parties, politicians tweet image of US Navy ship to commemorate Indian Navy day",12/4/19,Alt News,No
https://www.altnews.in/november-2019-misinformation-around-jnu-protest-ayodhya-verdict-and-more/,"November 2019: Misinformation around JNU protest, Ayodhya verdict and more",12/4/19,Alt News,Yes
https://www.altnews.in/no-rs-2000-notes-will-not-be-scrapped-and-replaced-with-new-rs-1000-notes/,"No, Rs 2000 notes will not be scrapped and replaced with new Rs 1000 notes",12/4/19,Alt News,No
https://www.altnews.in/old-video-of-public-execution-of-rape-convict-in-yemen-shared-as-dubai/,Old video of public execution of rape convict in Yemen shared as Dubai,12/3/19,Alt News,No
https://www.altnews.in/old-video-shared-to-claim-norway-police-attacked-imam-opposing-quran-burning/,Old video shared to claim Norway police attacked Imam opposing Quran burning,12/3/19,Alt News,No
https://www.altnews.in/did-it-take-19-photographers-62-days-to-capture-this-bird-fact-check/,Did it take 19 photographers 62 days to capture this bird? Fact-check,12/2/19,Alt News,No
https://www.altnews.in/old-images-shared-as-devendra-fadnavis-visiting-mazaar-after-maharashtra-elections/,Old images shared as Devendra Fadnavis visiting mazaar after Maharashtra elections,12/2/19,Alt News,No
https://www.altnews.in/video-of-qaumi-ekta-week-shared-with-a-communal-spin-after-maha-polls/,Video of Qaumi Ekta Week shared with a communal spin after Maha polls,12/2/19,Alt News,No
https://www.altnews.in/unrelated-video-shared-as-hyderabad-rape-and-murder-accused-thrashed-by-police/,Unrelated video shared as Hyderabad rape and murder accused thrashed by police,12/2/19,Alt News,No
https://www.altnews.in/image-of-man-suffering-from-bubonic-plague-shared-as-mans-hands-burnt-for-burning-quran/,Image of man suffering from bubonic plague shared as hands burnt for burning Quran,12/2/19,Alt News,No
https://www.altnews.in/jamia-firing-a-water-bottle-used-as-an-excuse-to-raise-doubts-about-students-bullet-injury/,Jamia firing: A water bottle used as an excuse to raise doubts about student’s injury,1/31/20,Alt News,Yes
https://www.altnews.in/old-incident-of-land-grabbing-viral-as-caste-violence-in-ups-gorakhpur/,Old incident of land-grabbing viral as caste violence in UP’s Gorakhpur,1/31/20,Alt News,No
https://www.altnews.in/caa-protests-video-of-irfan-pathans-visit-to-kolkata-shared-as-shaheen-bagh/,CAA Protests: Video of Irfan Pathan’s visit to Kolkata shared as Shaheen Bagh,1/31/20,Alt News,Yes
https://www.altnews.in/no-homeopathic-drug-arsenicum-album-30-cannot-prevent-coronavirus-infection-as-claimed-by-ayush-ministry/,"No, homeopathic drug ‘Arsenicum album 30’ cannot prevent Coronavirus infection, as claimed by AYUSH ministry",1/31/20,Alt News,No
https://www.altnews.in/old-video-of-aap-workers-thrashing-man-who-slapped-kejriwal-revived-with-misleading-claim/,Old video of AAP workers thrashing man who slapped Kejriwal revived with misleading claim,1/31/20,Alt News,No
https://www.altnews.in/old-case-of-land-dispute-shared-as-at-iskcon-temple-in-bangladesh-attacked/,Old case of land dispute shared as ISKCON temple in Bangladesh attacked,1/31/20,Alt News,No
https://www.altnews.in/aam-aadmi-party-aap-fake-list-muslim-candidates/,Fake list viral to show majority AAP candidates for Delhi elections are Muslims,1/31/20,Alt News,No
https://www.altnews.in/video-of-bjp-members-hoisting-bjp-flag-to-the-indian-national-anthem-is-from-2018/,Video of BJP members hoisting BJP flag to the Indian national anthem is from 2018,1/30/20,Alt News,No
https://www.altnews.in/old-video-from-kashmir-viral-as-hindu-women-thrashed-in-pakistan/,Old video from J&K viral as Hindu women thrashed in Pakistan,1/30/20,Alt News,Yes
https://www.altnews.in/video-of-parasite-removal-from-a-persons-lip-falsely-linked-with-coronavirus/,Video of parasite removal from a person’s lip falsely linked with Coronavirus,1/29/20,Alt News,No
https://www.altnews.in/video-of-rahul-gandhis-slip-up-during-a-speech-viral-trimming-out-part-where-he-self-corrects/,"Video of Rahul Gandhi’s slip-up during a speech viral, trimming out part where he self-corrects",1/29/20,Alt News,No
https://www.altnews.in/old-video-shared-as-hindu-women-pose-as-muslims-to-disrupt-anti-caa-protests-in-lucknow/,Old video shared as Hindu women pose as Muslims to disrupt anti-CAA protests in Lucknow,1/29/20,Alt News,Yes
https://www.altnews.in/fake-ministry-of-health-advisory-about-coronavirus-viral-on-social-media/,Fake Ministry of Health ‘advisory’ about Coronavirus viral on social media,1/29/20,Alt News,No
https://www.altnews.in/fake-newspaper-clipping-shared-to-claim-delhi-cm-kejriwal-accused-of-rape-in-1987/,Fake newspaper clipping shared to claim Delhi CM Kejriwal accused of rape in 1987,1/29/20,Alt News,No
https://www.altnews.in/old-video-viral-as-rajput-women-with-swords-standing-up-against-muslim-women-of-shaheen-bagh/,Old video viral as Rajput women with swords standing up against Muslim women of Shaheen Bagh,1/29/20,Alt News,Yes
https://www.altnews.in/gautam-gambhir-targets-aap-with-video-of-a-school-under-renovation/,Gautam Gambhir targets AAP with video of a school under renovation,1/28/20,Alt News,No
https://www.altnews.in/video-of-russian-rocket-viral-as-failed-launch-test-of-pakistans-ghaznavi-missile/,Video of Russian rocket viral as failed launch test of Pakistan’s Ghaznavi missile,1/28/20,Alt News,No
https://www.altnews.in/media-misreport-lawyers-kapil-sibal-indira-jaising-dushyant-dave-wrongly-linked-with-alleged-pfi-support-for-caa-stir/,"Media misreport: Lawyers Kapil Sibal, Indira Jaising, Dushyant Dave wrongly linked with alleged PFI support for CAA stir",1/28/20,Alt News,Yes
https://www.altnews.in/video-related-to-chhattisgarh-elections-shared-claiming-bjp-bribing-voters-in-delhi/,Video related to Chhattisgarh elections shared claiming BJP bribing voters in Delhi,1/27/20,Alt News,No
https://www.altnews.in/journalist-arfa-khanums-speech-on-caa-clipped-and-shared-with-communal-overtones/,Journalist Arfa Khanum’s speech on CAA shared with distorted interpretation by BJP office-bearers,1/27/20,Alt News,Yes
https://www.altnews.in/anti-caa-protesters-at-lucknow-confess-taking-bribes-no-clipped-video-viral/,"Anti-CAA protesters at Lucknow confess taking bribes? No, clipped video viral",1/27/20,Alt News,Yes
https://www.altnews.in/tarek-fatah-a-case-study-of-unrelenting-divisive-misinformation/,Tarek Fatah – A case study of unrelenting divisive misinformation,1/27/20,Alt News,No
https://www.altnews.in/video-of-vhp-leader-viral-as-naseeruddin-shahs-brother-supporting-caa/,Video of VHP leader viral as Naseeruddin Shah’s brother supporting CAA,1/27/20,Alt News,Yes
https://www.altnews.in/amit-shah-asks-people-to-boycott-aaj-tak-before-delhi-elections-old-video-viral/,Amit Shah asks people to boycott Aaj Tak before Delhi elections? Old video viral,1/26/20,Alt News,No
https://www.altnews.in/bjp-mla-karni-singh-toppled-ambedkars-statue-old-video-false-claim/,"BJP MLA ‘Karni Singh’ toppled Ambedkar’s statue? Old video, false claim",1/25/20,Alt News,No
https://www.altnews.in/old-unrelated-video-viral-as-bjp-leader-inayat-hussain-beaten-for-supporting-caa-nrc/,"Old, unrelated video viral as BJP leader Inayat Hussain assaulted for supporting CAA, NRC",1/25/20,Alt News,Yes
https://www.altnews.in/old-video-from-mp-viral-as-women-caa-protesters-fighting-over-distribution-of-money/,Old video from MP viral as women CAA protesters fighting over distribution of money,1/24/20,Alt News,Yes
https://www.altnews.in/jnusu-president-aishe-ghosh-faked-head-injury-screenshot-of-old-broadcast-shared-with-false-claim/,JNUSU president Aishe Ghosh faked head injury? Screenshot of old broadcast shared with false claim,1/24/20,Alt News,Yes
https://www.altnews.in/no-this-video-doesnt-show-women-protesting-against-caa-receiving-cash/,Old video from Manipur shared as women receiving cash in the backdrop of CAA protests,1/24/20,Alt News,Yes
https://www.altnews.in/false-message-blamed-muslim-community-for-mangalore-bomb-scare/,False message blamed Muslim community for Mangalore bomb scare,1/23/20,Alt News,No
https://www.altnews.in/caa-protests-morphed-image-claims-shaheen-bagh-protesters-paid-rs-500-per-day/,CAA Protests: Morphed image claims Shaheen Bagh protesters paid Rs 500 per day,1/23/20,Alt News,Yes
https://www.altnews.in/rss-members-photo-falsely-shared-as-mangaluru-airport-bomb-suspect-aditya-rao/,RSS member’s photo falsely shared as Mangaluru airport bomb suspect Aditya Rao,1/23/20,Alt News,No
https://www.altnews.in/robbery-attempt-communalised-as-kali-idol-vandalised-in-bengals-siliguri-by-muslims/,Robbery attempt communalised as Kali idol vandalised in Bengal’s Siliguri,1/22/20,Alt News,No
https://www.altnews.in/photo-viral-with-false-claim-that-jnu-students-celebrated-death-of-76-crpf-soldiers-in-2010/,Photo of Kanhaiya Kumar falsely shared as celebrating death of 76 CRPF soldiers in 2010,1/21/20,Alt News,No
https://www.altnews.in/video-from-2018-falsely-viral-as-indian-constitution-burnt-by-rss-members/,Video from 2018 falsely viral as Indian Constitution burnt by RSS members,1/21/20,Alt News,No
https://www.altnews.in/old-video-from-rajasthan-viral-as-eviction-in-assam-after-nrc-implementation/,Old video from Rajasthan viral as eviction in Assam after NRC implementation,1/21/20,Alt News,Yes
https://www.altnews.in/no-pm-modis-wife-jashodaben-did-not-attend-anti-caa-rally-at-shaheen-bagh/,"No, PM Modi’s wife Jashodaben did not attend anti-CAA rally at Shaheen Bagh",1/21/20,Alt News,Yes
https://www.altnews.in/man-accused-of-sexual-harassment-of-minor-girls-falsely-claimed-to-be-muslim/,Man accused of sexual harassment of minor girls falsely claimed to be Muslim,1/21/20,Alt News,No
https://www.altnews.in/photo-of-nehru-indira-gandhi-shared-with-false-portrayal-of-father-in-law-being-yunus-khan/,"Photo of Nehru, Indira Gandhi shared with false portrayal of her father-in-law being “Yunus Khan”",1/20/20,Alt News,No
https://www.altnews.in/old-video-from-bengal-viral-as-bjp-leaders-thrashed-in-ne-during-caa-nrc-campaigning/,Old video from Bengal viral as BJP leaders thrashed in NE during CAA/NRC campaigning,1/20/20,Alt News,Yes
https://www.altnews.in/video-of-delhi-based-social-worker-shared-as-vajpayees-niece-criticizing-government/,"No, woman criticising government is not Atal Bihari Vajpayee’s niece",1/20/20,Alt News,Yes
https://www.altnews.in/video-game-footage-shared-as-us-anti-missile-defense-batteries-taking-down-iranian-missiles/,Video game footage shared as US anti-missile defense batteries taking down Iranian missiles,1/20/20,Alt News,No
https://www.altnews.in/caa-protests-old-video-from-mp-shared-as-up-police-thrashing-stone-pelters/,CAA Protests: Old video from MP shared as UP police thrashing stone-pelters,1/20/20,Alt News,Yes
https://www.altnews.in/video-from-brazil-shared-as-muslim-infiltrator-killed-by-french-police/,Video from Brazil shared as “Muslim infiltrator” killed by French police,1/20/20,Alt News,No
