url,headline,datetime,organization,caa,fact_check_details
https://www.altnews.in/video-of-assault-from-pakistan-falsely-shared-as-hindu-girl-beaten-up/,Video of assault from Pakistan falsely shared as Hindu girl beaten up,2019-12-12,Alt News,No,
https://www.altnews.in/opindia-misreports-kapil-sibals-speech-in-parliament-on-citizenship-amendment-bill/,OpIndia misreports Kapil Sibal’s speech in Parliament on Citizenship Amendment Bill,2019-12-11,Alt News,Yes,
https://www.altnews.in/crazy-sex-run-by-irish-sheep-after-consuming-viagra-indian-media-falls-for-satire/,Crazy sex run by Irish sheep after consuming Viagra? Indian media falls for satire,2019-12-11,Alt News,No,
https://www.altnews.in/cctv-video-of-suicide-from-cairo-tower-egypt-viral-as-burj-khalifa-dubai/,"CCTV video of suicide from Cairo Tower, Egypt viral as Burj Khalifa, Dubai",2019-12-11,Alt News,No,
https://www.altnews.in/no-man-criticizing-judicial-system-in-viral-video-after-hyderabad-rape-is-not-justice-srikrishna/,"No, man criticizing judicial system in viral video after Hyderabad rape is not Justice Srikrishna",2019-12-11,Alt News,No,
https://www.altnews.in/israeli-policeman-strangling-palestinian-child-to-death-old-video-false-claim/,"Israeli policeman strangling Palestinian child to death? Old video, false claim",2019-12-10,Alt News,No,
https://www.altnews.in/no-this-is-not-amit-shah-touching-the-feet-of-nithyananda/,"No, this is not Amit Shah touching the feet of Nithyananda",2019-12-10,Alt News,No,
https://www.altnews.in/trucks-loaded-with-onions-blocked-by-mamata-banerjee-govt-to-keep-prices-inflated-alt-news-fact-check/,Trucks loaded with onions blocked by Mamata Banerjee govt to keep prices inflated? – Alt News fact-check,2019-12-10,Alt News,No,
https://www.altnews.in/image-of-boy-with-acid-burns-viral-as-child-punished-for-wearing-ayyappa-necklace-in-tamil-nadu-school/,Image of boy with acid burns viral as child punished for wearing Ayyappa necklace in Tamil Nadu school,2019-12-10,Alt News,No,
https://www.altnews.in/no-this-is-not-an-image-of-the-juvenile-convict-of-the-nirbhaya-rape-case/,"No, this is not an image of the juvenile convict of the Nirbhaya rape case",2019-12-10,Alt News,No,
https://www.altnews.in/old-video-viral-false-claim-hyderabad-rape-victim-divya-reddy-received-award-for-her-work/,"No, the lady receiving award in viral video is not Hyderabad rape victim",2019-12-09,Alt News,No,
https://www.altnews.in/old-video-from-rajasthan-falsely-shared-as-pauper-women-being-lifted-and-raped/,Old video from Rajasthan falsely shared as poor women lifted and raped,2019-12-09,Alt News,No,
https://www.altnews.in/clipped-image-of-e-paper-shared-with-false-claim-of-rbi-scrapping-rs-2000-note-after-dec-31/,Clipped image of e-paper shared with false claim of RBI scrapping Rs 2000 note after Dec 31,2019-12-09,Alt News,No,
https://www.altnews.in/no-sending-sms-to-9969777888-will-not-enable-police-to-track-your-location/,"No, sending SMS to 9969777888 will not enable police to track your location",2019-12-07,Alt News,No,
https://www.altnews.in/image-from-2017-shared-as-woman-raped-and-beheaded-in-saharanpur-uttar-pradesh/,"Image from 2017 shared as woman raped and beheaded in Saharanpur, Uttar Pradesh",2019-12-07,Alt News,No,
https://www.altnews.in/misleading-claim-1091-7837018555-are-pan-india-helpline-numbers-for-women-home-drop-service/,Misleading claim: ‘1091’ & ‘7837018555’ are pan-India helpline numbers for women home-drop service,2019-12-07,Alt News,No,
https://www.altnews.in/media-misreports-image-from-2015-as-photograph-of-hyderabad-encounter/,Media misreports image from 2015 as photograph of Hyderabad encounter,2019-12-06,Alt News,No,
https://www.altnews.in/were-all-the-accused-in-hyderabad-rape-case-from-the-muslim-community/,False claim suggests all Hyderabad rape accused hailed from Muslim community,2019-12-06,Alt News,No,
https://www.altnews.in/video-from-brazil-showing-man-assaulting-young-girl-shared-as-rajasthan/,Video from Brazil showing man assaulting young girl shared as Rajasthan,2019-12-06,Alt News,No,
https://www.altnews.in/modi-govt-introduces-new-law-awarding-death-penalty-for-rape-clipped-video-misleading-claim/,"Modi govt introduces new law awarding death penalty for rape? Clipped video, misleading claim",2019-12-06,Alt News,No,
https://www.altnews.in/digitally-created-artwork-shared-as-real/,Digitally-created artwork showing a hurricane shared as powers of ‘Buddhist God’,2019-12-06,Alt News,No,
https://www.altnews.in/no-the-accused-in-hyderabad-gang-rape-case-are-not-minors/,"No, Hyderabad rape accused are not minors given fictional Hindu identities by police",2019-12-05,Alt News,No,
https://www.altnews.in/personal-dispute-in-gujarat-given-communal-spin-on-social-media-and-by-gstv/,Personal dispute in Gujarat given communal spin on social media and by GSTV,2019-12-05,Alt News,No,
https://www.altnews.in/images-shared-to-claim-lynch-mob-justice-deterred-rape-in-nagaland-fact-check/,Images shared to claim mob justice stopped rape incidents in Nagaland – Fact-check,2019-12-05,Alt News,No,
https://www.altnews.in/false-claim-new-section-233-of-ipc-enacted-by-modi-govt-to-combat-crimes-against-women/,False claim: New section 233 of IPC enacted by Modi govt to combat crimes against women,2019-12-05,Alt News,No,
https://www.altnews.in/inc-bjp-commemorate-indian-navy-day-by-posting-images-of-u-s-navy-combat-ship/,"Parties, politicians tweet image of US Navy ship to commemorate Indian Navy day",2019-12-04,Alt News,No,
https://www.altnews.in/november-2019-misinformation-around-jnu-protest-ayodhya-verdict-and-more/,"November 2019: Misinformation around JNU protest, Ayodhya verdict and more",2019-12-04,Alt News,Yes,
https://www.altnews.in/no-rs-2000-notes-will-not-be-scrapped-and-replaced-with-new-rs-1000-notes/,"No, Rs 2000 notes will not be scrapped and replaced with new Rs 1000 notes",2019-12-04,Alt News,No,
https://www.altnews.in/old-video-of-public-execution-of-rape-convict-in-yemen-shared-as-dubai/,Old video of public execution of rape convict in Yemen shared as Dubai,2019-12-03,Alt News,No,
https://www.altnews.in/old-video-shared-to-claim-norway-police-attacked-imam-opposing-quran-burning/,Old video shared to claim Norway police attacked Imam opposing Quran burning,2019-12-03,Alt News,No,
https://www.altnews.in/did-it-take-19-photographers-62-days-to-capture-this-bird-fact-check/,Did it take 19 photographers 62 days to capture this bird? Fact-check,2019-12-02,Alt News,No,
https://www.altnews.in/old-images-shared-as-devendra-fadnavis-visiting-mazaar-after-maharashtra-elections/,Old images shared as Devendra Fadnavis visiting mazaar after Maharashtra elections,2019-12-02,Alt News,No,
https://www.altnews.in/video-of-qaumi-ekta-week-shared-with-a-communal-spin-after-maha-polls/,Video of Qaumi Ekta Week shared with a communal spin after Maha polls,2019-12-02,Alt News,No,
https://www.altnews.in/unrelated-video-shared-as-hyderabad-rape-and-murder-accused-thrashed-by-police/,Unrelated video shared as Hyderabad rape and murder accused thrashed by police,2019-12-02,Alt News,No,
https://www.altnews.in/image-of-man-suffering-from-bubonic-plague-shared-as-mans-hands-burnt-for-burning-quran/,Image of man suffering from bubonic plague shared as hands burnt for burning Quran,2019-12-02,Alt News,No,
https://www.altnews.in/jamia-firing-a-water-bottle-used-as-an-excuse-to-raise-doubts-about-students-bullet-injury/,Jamia firing: A water bottle used as an excuse to raise doubts about student’s injury,2020-01-31,Alt News,Yes,
https://www.altnews.in/old-incident-of-land-grabbing-viral-as-caste-violence-in-ups-gorakhpur/,Old incident of land-grabbing viral as caste violence in UP’s Gorakhpur,2020-01-31,Alt News,No,
https://www.altnews.in/caa-protests-video-of-irfan-pathans-visit-to-kolkata-shared-as-shaheen-bagh/,CAA Protests: Video of Irfan Pathan’s visit to Kolkata shared as Shaheen Bagh,2020-01-31,Alt News,Yes,
https://www.altnews.in/no-homeopathic-drug-arsenicum-album-30-cannot-prevent-coronavirus-infection-as-claimed-by-ayush-ministry/,"No, homeopathic drug ‘Arsenicum album 30’ cannot prevent Coronavirus infection, as claimed by AYUSH ministry",2020-01-31,Alt News,No,
https://www.altnews.in/old-video-of-aap-workers-thrashing-man-who-slapped-kejriwal-revived-with-misleading-claim/,Old video of AAP workers thrashing man who slapped Kejriwal revived with misleading claim,2020-01-31,Alt News,No,
https://www.altnews.in/old-case-of-land-dispute-shared-as-at-iskcon-temple-in-bangladesh-attacked/,Old case of land dispute shared as ISKCON temple in Bangladesh attacked,2020-01-31,Alt News,No,
https://www.altnews.in/aam-aadmi-party-aap-fake-list-muslim-candidates/,Fake list viral to show majority AAP candidates for Delhi elections are Muslims,2020-01-31,Alt News,No,
https://www.altnews.in/video-of-bjp-members-hoisting-bjp-flag-to-the-indian-national-anthem-is-from-2018/,Video of BJP members hoisting BJP flag to the Indian national anthem is from 2018,2020-01-30,Alt News,No,
https://www.altnews.in/old-video-from-kashmir-viral-as-hindu-women-thrashed-in-pakistan/,Old video from J&K viral as Hindu women thrashed in Pakistan,2020-01-30,Alt News,Yes,
https://www.altnews.in/video-of-parasite-removal-from-a-persons-lip-falsely-linked-with-coronavirus/,Video of parasite removal from a person’s lip falsely linked with Coronavirus,2020-01-29,Alt News,No,
https://www.altnews.in/video-of-rahul-gandhis-slip-up-during-a-speech-viral-trimming-out-part-where-he-self-corrects/,"Video of Rahul Gandhi’s slip-up during a speech viral, trimming out part where he self-corrects",2020-01-29,Alt News,No,
https://www.altnews.in/old-video-shared-as-hindu-women-pose-as-muslims-to-disrupt-anti-caa-protests-in-lucknow/,Old video shared as Hindu women pose as Muslims to disrupt anti-CAA protests in Lucknow,2020-01-29,Alt News,Yes,
https://www.altnews.in/fake-ministry-of-health-advisory-about-coronavirus-viral-on-social-media/,Fake Ministry of Health ‘advisory’ about Coronavirus viral on social media,2020-01-29,Alt News,No,
https://www.altnews.in/fake-newspaper-clipping-shared-to-claim-delhi-cm-kejriwal-accused-of-rape-in-1987/,Fake newspaper clipping shared to claim Delhi CM Kejriwal accused of rape in 1987,2020-01-29,Alt News,No,
https://www.altnews.in/old-video-viral-as-rajput-women-with-swords-standing-up-against-muslim-women-of-shaheen-bagh/,Old video viral as Rajput women with swords standing up against Muslim women of Shaheen Bagh,2020-01-29,Alt News,Yes,
https://www.altnews.in/gautam-gambhir-targets-aap-with-video-of-a-school-under-renovation/,Gautam Gambhir targets AAP with video of a school under renovation,2020-01-28,Alt News,No,
https://www.altnews.in/video-of-russian-rocket-viral-as-failed-launch-test-of-pakistans-ghaznavi-missile/,Video of Russian rocket viral as failed launch test of Pakistan’s Ghaznavi missile,2020-01-28,Alt News,No,
https://www.altnews.in/media-misreport-lawyers-kapil-sibal-indira-jaising-dushyant-dave-wrongly-linked-with-alleged-pfi-support-for-caa-stir/,"Media misreport: Lawyers Kapil Sibal, Indira Jaising, Dushyant Dave wrongly linked with alleged PFI support for CAA stir",2020-01-28,Alt News,Yes,
https://www.altnews.in/video-related-to-chhattisgarh-elections-shared-claiming-bjp-bribing-voters-in-delhi/,Video related to Chhattisgarh elections shared claiming BJP bribing voters in Delhi,2020-01-27,Alt News,No,
https://www.altnews.in/journalist-arfa-khanums-speech-on-caa-clipped-and-shared-with-communal-overtones/,Journalist Arfa Khanum’s speech on CAA shared with distorted interpretation by BJP office-bearers,2020-01-27,Alt News,Yes,
https://www.altnews.in/anti-caa-protesters-at-lucknow-confess-taking-bribes-no-clipped-video-viral/,"Anti-CAA protesters at Lucknow confess taking bribes? No, clipped video viral",2020-01-27,Alt News,Yes,
https://www.altnews.in/tarek-fatah-a-case-study-of-unrelenting-divisive-misinformation/,Tarek Fatah – A case study of unrelenting divisive misinformation,2020-01-27,Alt News,No,
https://www.altnews.in/video-of-vhp-leader-viral-as-naseeruddin-shahs-brother-supporting-caa/,Video of VHP leader viral as Naseeruddin Shah’s brother supporting CAA,2020-01-27,Alt News,Yes,
https://www.altnews.in/amit-shah-asks-people-to-boycott-aaj-tak-before-delhi-elections-old-video-viral/,Amit Shah asks people to boycott Aaj Tak before Delhi elections? Old video viral,2020-01-26,Alt News,No,
https://www.altnews.in/bjp-mla-karni-singh-toppled-ambedkars-statue-old-video-false-claim/,"BJP MLA ‘Karni Singh’ toppled Ambedkar’s statue? Old video, false claim",2020-01-25,Alt News,No,
https://www.altnews.in/old-unrelated-video-viral-as-bjp-leader-inayat-hussain-beaten-for-supporting-caa-nrc/,"Old, unrelated video viral as BJP leader Inayat Hussain assaulted for supporting CAA, NRC",2020-01-25,Alt News,Yes,
https://www.altnews.in/old-video-from-mp-viral-as-women-caa-protesters-fighting-over-distribution-of-money/,Old video from MP viral as women CAA protesters fighting over distribution of money,2020-01-24,Alt News,Yes,
https://www.altnews.in/jnusu-president-aishe-ghosh-faked-head-injury-screenshot-of-old-broadcast-shared-with-false-claim/,JNUSU president Aishe Ghosh faked head injury? Screenshot of old broadcast shared with false claim,2020-01-24,Alt News,Yes,
https://www.altnews.in/no-this-video-doesnt-show-women-protesting-against-caa-receiving-cash/,Old video from Manipur shared as women receiving cash in the backdrop of CAA protests,2020-01-24,Alt News,Yes,
https://www.altnews.in/false-message-blamed-muslim-community-for-mangalore-bomb-scare/,False message blamed Muslim community for Mangalore bomb scare,2020-01-23,Alt News,No,
https://www.altnews.in/caa-protests-morphed-image-claims-shaheen-bagh-protesters-paid-rs-500-per-day/,CAA Protests: Morphed image claims Shaheen Bagh protesters paid Rs 500 per day,2020-01-23,Alt News,Yes,
https://www.altnews.in/rss-members-photo-falsely-shared-as-mangaluru-airport-bomb-suspect-aditya-rao/,RSS member’s photo falsely shared as Mangaluru airport bomb suspect Aditya Rao,2020-01-23,Alt News,No,
https://www.altnews.in/robbery-attempt-communalised-as-kali-idol-vandalised-in-bengals-siliguri-by-muslims/,Robbery attempt communalised as Kali idol vandalised in Bengal’s Siliguri,2020-01-22,Alt News,No,
https://www.altnews.in/photo-viral-with-false-claim-that-jnu-students-celebrated-death-of-76-crpf-soldiers-in-2010/,Photo of Kanhaiya Kumar falsely shared as celebrating death of 76 CRPF soldiers in 2010,2020-01-21,Alt News,No,
https://www.altnews.in/video-from-2018-falsely-viral-as-indian-constitution-burnt-by-rss-members/,Video from 2018 falsely viral as Indian Constitution burnt by RSS members,2020-01-21,Alt News,No,
https://www.altnews.in/old-video-from-rajasthan-viral-as-eviction-in-assam-after-nrc-implementation/,Old video from Rajasthan viral as eviction in Assam after NRC implementation,2020-01-21,Alt News,Yes,
https://www.altnews.in/no-pm-modis-wife-jashodaben-did-not-attend-anti-caa-rally-at-shaheen-bagh/,"No, PM Modi’s wife Jashodaben did not attend anti-CAA rally at Shaheen Bagh",2020-01-21,Alt News,Yes,
https://www.altnews.in/man-accused-of-sexual-harassment-of-minor-girls-falsely-claimed-to-be-muslim/,Man accused of sexual harassment of minor girls falsely claimed to be Muslim,2020-01-21,Alt News,No,
https://www.altnews.in/photo-of-nehru-indira-gandhi-shared-with-false-portrayal-of-father-in-law-being-yunus-khan/,"Photo of Nehru, Indira Gandhi shared with false portrayal of her father-in-law being “Yunus Khan”",2020-01-20,Alt News,No,
https://www.altnews.in/old-video-from-bengal-viral-as-bjp-leaders-thrashed-in-ne-during-caa-nrc-campaigning/,Old video from Bengal viral as BJP leaders thrashed in NE during CAA/NRC campaigning,2020-01-20,Alt News,Yes,
https://www.altnews.in/video-of-delhi-based-social-worker-shared-as-vajpayees-niece-criticizing-government/,"No, woman criticising government is not Atal Bihari Vajpayee’s niece",2020-01-20,Alt News,Yes,
