,url
60,https://www.altnews.in/photo-from-mp-shared-as-hanuman-idol-found-at-allotted-site-for-mosque-in-ayodhya/
61,https://www.altnews.in/dainik-bhaskar-misquotes-congress-leader-jyotiraditya-scindia-as-supporting-citizenship-amendment-bill/
62,https://www.altnews.in/video-from-2015-shared-bangladeshis-illegally-entering-india-after-passing-of-cab/
63,https://www.altnews.in/old-mock-drill-video-from-jharkhand-viral-as-police-firing-during-cab-protests-in-assam/
64,https://www.altnews.in/video-of-assault-from-pakistan-falsely-shared-as-hindu-girl-beaten-up/
65,https://www.altnews.in/opindia-misreports-kapil-sibals-speech-in-parliament-on-citizenship-amendment-bill/
66,https://www.altnews.in/crazy-sex-run-by-irish-sheep-after-consuming-viagra-indian-media-falls-for-satire/
67,https://www.altnews.in/cctv-video-of-suicide-from-cairo-tower-egypt-viral-as-burj-khalifa-dubai/
68,https://www.altnews.in/no-man-criticizing-judicial-system-in-viral-video-after-hyderabad-rape-is-not-justice-srikrishna/
69,https://www.altnews.in/israeli-policeman-strangling-palestinian-child-to-death-old-video-false-claim/
70,https://www.altnews.in/no-this-is-not-amit-shah-touching-the-feet-of-nithyananda/
71,https://www.altnews.in/trucks-loaded-with-onions-blocked-by-mamata-banerjee-govt-to-keep-prices-inflated-alt-news-fact-check/
72,https://www.altnews.in/image-of-boy-with-acid-burns-viral-as-child-punished-for-wearing-ayyappa-necklace-in-tamil-nadu-school/
73,https://www.altnews.in/no-this-is-not-an-image-of-the-juvenile-convict-of-the-nirbhaya-rape-case/
74,https://www.altnews.in/old-video-viral-false-claim-hyderabad-rape-victim-divya-reddy-received-award-for-her-work/
75,https://www.altnews.in/old-video-from-rajasthan-falsely-shared-as-pauper-women-being-lifted-and-raped/
76,https://www.altnews.in/clipped-image-of-e-paper-shared-with-false-claim-of-rbi-scrapping-rs-2000-note-after-dec-31/
77,https://www.altnews.in/no-sending-sms-to-9969777888-will-not-enable-police-to-track-your-location/
78,https://www.altnews.in/image-from-2017-shared-as-woman-raped-and-beheaded-in-saharanpur-uttar-pradesh/
79,https://www.altnews.in/misleading-claim-1091-7837018555-are-pan-india-helpline-numbers-for-women-home-drop-service/
80,https://www.altnews.in/media-misreports-image-from-2015-as-photograph-of-hyderabad-encounter/
81,https://www.altnews.in/were-all-the-accused-in-hyderabad-rape-case-from-the-muslim-community/
82,https://www.altnews.in/video-from-brazil-showing-man-assaulting-young-girl-shared-as-rajasthan/
83,https://www.altnews.in/modi-govt-introduces-new-law-awarding-death-penalty-for-rape-clipped-video-misleading-claim/
84,https://www.altnews.in/digitally-created-artwork-shared-as-real/
85,https://www.altnews.in/no-the-accused-in-hyderabad-gang-rape-case-are-not-minors/
86,https://www.altnews.in/personal-dispute-in-gujarat-given-communal-spin-on-social-media-and-by-gstv/
87,https://www.altnews.in/images-shared-to-claim-lynch-mob-justice-deterred-rape-in-nagaland-fact-check/
88,https://www.altnews.in/false-claim-new-section-233-of-ipc-enacted-by-modi-govt-to-combat-crimes-against-women/
89,https://www.altnews.in/inc-bjp-commemorate-indian-navy-day-by-posting-images-of-u-s-navy-combat-ship/
90,https://www.altnews.in/november-2019-misinformation-around-jnu-protest-ayodhya-verdict-and-more/
91,https://www.altnews.in/no-rs-2000-notes-will-not-be-scrapped-and-replaced-with-new-rs-1000-notes/
92,https://www.altnews.in/old-video-of-public-execution-of-rape-convict-in-yemen-shared-as-dubai/
93,https://www.altnews.in/old-video-shared-to-claim-norway-police-attacked-imam-opposing-quran-burning/
94,https://www.altnews.in/did-it-take-19-photographers-62-days-to-capture-this-bird-fact-check/
95,https://www.altnews.in/old-images-shared-as-devendra-fadnavis-visiting-mazaar-after-maharashtra-elections/
96,https://www.altnews.in/video-of-qaumi-ekta-week-shared-with-a-communal-spin-after-maha-polls/
97,https://www.altnews.in/unrelated-video-shared-as-hyderabad-rape-and-murder-accused-thrashed-by-police/
98,https://www.altnews.in/image-of-man-suffering-from-bubonic-plague-shared-as-mans-hands-burnt-for-burning-quran/
0,https://www.altnews.in/jamia-firing-a-water-bottle-used-as-an-excuse-to-raise-doubts-about-students-bullet-injury/
1,https://www.altnews.in/old-incident-of-land-grabbing-viral-as-caste-violence-in-ups-gorakhpur/
2,https://www.altnews.in/caa-protests-video-of-irfan-pathans-visit-to-kolkata-shared-as-shaheen-bagh/
3,https://www.altnews.in/no-homeopathic-drug-arsenicum-album-30-cannot-prevent-coronavirus-infection-as-claimed-by-ayush-ministry/
4,https://www.altnews.in/old-video-of-aap-workers-thrashing-man-who-slapped-kejriwal-revived-with-misleading-claim/
5,https://www.altnews.in/old-case-of-land-dispute-shared-as-at-iskcon-temple-in-bangladesh-attacked/
6,https://www.altnews.in/aam-aadmi-party-aap-fake-list-muslim-candidates/
7,https://www.altnews.in/video-of-bjp-members-hoisting-bjp-flag-to-the-indian-national-anthem-is-from-2018/
8,https://www.altnews.in/old-video-from-kashmir-viral-as-hindu-women-thrashed-in-pakistan/
9,https://www.altnews.in/video-of-parasite-removal-from-a-persons-lip-falsely-linked-with-coronavirus/
10,https://www.altnews.in/video-of-rahul-gandhis-slip-up-during-a-speech-viral-trimming-out-part-where-he-self-corrects/
11,https://www.altnews.in/old-video-shared-as-hindu-women-pose-as-muslims-to-disrupt-anti-caa-protests-in-lucknow/
12,https://www.altnews.in/fake-ministry-of-health-advisory-about-coronavirus-viral-on-social-media/
13,https://www.altnews.in/fake-newspaper-clipping-shared-to-claim-delhi-cm-kejriwal-accused-of-rape-in-1987/
14,https://www.altnews.in/old-video-viral-as-rajput-women-with-swords-standing-up-against-muslim-women-of-shaheen-bagh/
15,https://www.altnews.in/gautam-gambhir-targets-aap-with-video-of-a-school-under-renovation/
16,https://www.altnews.in/video-of-russian-rocket-viral-as-failed-launch-test-of-pakistans-ghaznavi-missile/
17,https://www.altnews.in/media-misreport-lawyers-kapil-sibal-indira-jaising-dushyant-dave-wrongly-linked-with-alleged-pfi-support-for-caa-stir/
18,https://www.altnews.in/video-related-to-chhattisgarh-elections-shared-claiming-bjp-bribing-voters-in-delhi/
19,https://www.altnews.in/journalist-arfa-khanums-speech-on-caa-clipped-and-shared-with-communal-overtones/
20,https://www.altnews.in/anti-caa-protesters-at-lucknow-confess-taking-bribes-no-clipped-video-viral/
21,https://www.altnews.in/tarek-fatah-a-case-study-of-unrelenting-divisive-misinformation/
22,https://www.altnews.in/video-of-vhp-leader-viral-as-naseeruddin-shahs-brother-supporting-caa/
23,https://www.altnews.in/amit-shah-asks-people-to-boycott-aaj-tak-before-delhi-elections-old-video-viral/
24,https://www.altnews.in/bjp-mla-karni-singh-toppled-ambedkars-statue-old-video-false-claim/
25,https://www.altnews.in/old-unrelated-video-viral-as-bjp-leader-inayat-hussain-beaten-for-supporting-caa-nrc/
26,https://www.altnews.in/old-video-from-mp-viral-as-women-caa-protesters-fighting-over-distribution-of-money/
27,https://www.altnews.in/jnusu-president-aishe-ghosh-faked-head-injury-screenshot-of-old-broadcast-shared-with-false-claim/
28,https://www.altnews.in/no-this-video-doesnt-show-women-protesting-against-caa-receiving-cash/
29,https://www.altnews.in/false-message-blamed-muslim-community-for-mangalore-bomb-scare/
30,https://www.altnews.in/caa-protests-morphed-image-claims-shaheen-bagh-protesters-paid-rs-500-per-day/
31,https://www.altnews.in/rss-members-photo-falsely-shared-as-mangaluru-airport-bomb-suspect-aditya-rao/
32,https://www.altnews.in/robbery-attempt-communalised-as-kali-idol-vandalised-in-bengals-siliguri-by-muslims/
33,https://www.altnews.in/photo-viral-with-false-claim-that-jnu-students-celebrated-death-of-76-crpf-soldiers-in-2010/
34,https://www.altnews.in/video-from-2018-falsely-viral-as-indian-constitution-burnt-by-rss-members/
35,https://www.altnews.in/old-video-from-rajasthan-viral-as-eviction-in-assam-after-nrc-implementation/
36,https://www.altnews.in/no-pm-modis-wife-jashodaben-did-not-attend-anti-caa-rally-at-shaheen-bagh/
37,https://www.altnews.in/man-accused-of-sexual-harassment-of-minor-girls-falsely-claimed-to-be-muslim/
38,https://www.altnews.in/photo-of-nehru-indira-gandhi-shared-with-false-portrayal-of-father-in-law-being-yunus-khan/
39,https://www.altnews.in/old-video-from-bengal-viral-as-bjp-leaders-thrashed-in-ne-during-caa-nrc-campaigning/
40,https://www.altnews.in/video-of-delhi-based-social-worker-shared-as-vajpayees-niece-criticizing-government/
41,https://www.altnews.in/video-game-footage-shared-as-us-anti-missile-defense-batteries-taking-down-iranian-missiles/
42,https://www.altnews.in/caa-protests-old-video-from-mp-shared-as-up-police-thrashing-stone-pelters/
43,https://www.altnews.in/video-from-brazil-shared-as-muslim-infiltrator-killed-by-french-police/
44,https://www.altnews.in/old-image-of-bjp-mp-manoj-tiwari-with-jama-masjids-imam-bukhari-shared-ahead-of-delhi-polls/
45,https://www.altnews.in/morphed-poster-falsely-claims-burqa-hijab-dress-code-for-caa-protest-in-mumbai/
46,https://www.altnews.in/fake-rs-2000-notes-seized-from-rss-supporter-ketan-dave-in-gujarat-false-claim-viral/
47,https://www.altnews.in/photo-of-dalit-activist-kancha-ilaiah-shared-as-elderly-student-at-jnu/
48,https://www.altnews.in/bjp-mla-anil-upadhyaya-talking-about-caa-no-videos-yet-again-viral-with-fictitious-name/
49,https://www.altnews.in/fictitious-politician-anil-upadhyaya-makes-a-comeback-now-as-bjp-mla-criticising-caa-nrc/
50,https://www.altnews.in/tarek-fatah-tweets-movie-clip-as-pakistani-mother-denying-polio-vaccination-to-her-children/
51,https://www.altnews.in/did-rahul-kanwal-say-chanting-vande-mataram-is-anti-national-clipped-video-misleading-claim/
52,https://www.altnews.in/abvp-jnu-secretary-denies-masked-woman-in-viral-video-associated-with-abvp-visual-evidence-disagrees/
53,https://www.altnews.in/morphed-tweet-of-shehla-rashid-calling-for-boycott-movie-of-movie-on-kashmiri-pandits-viral/
54,https://www.altnews.in/video-from-2015-of-cops-beaten-by-a-crowd-shared-with-communal-narrative/
55,https://www.altnews.in/no-indira-gandhi-did-not-force-sitaram-yechury-to-resign-as-jnusu-president-during-emergency/
56,https://www.altnews.in/alt-news-probes-abvps-link-with-jnu-student-exposed-in-india-today-sting/
57,https://www.altnews.in/video-from-2018-shared-as-88-bjp-mlas-request-rajnath-singh-to-roll-back-caa-nrc/
58,https://www.altnews.in/bjp-mla-himanta-biswa-posts-cropped-photo-of-anti-caa-rally-in-assam-to-portray-poor-turnout/
59,https://www.altnews.in/video-from-2008-viral-as-female-students-of-jnu-abusing-during-protests/
60,https://www.altnews.in/delhi-police-probe-or-abvp-investigation-dcp-releases-images-shared-earlier-by-abvp/
61,https://www.altnews.in/mirror-image-used-to-portray-jnusu-president-aishe-ghosh-faked-her-injuries/
62,https://www.altnews.in/investigating-the-masked-woman-photographed-during-jnu-violence/
63,https://www.altnews.in/old-video-viral-as-communists-in-kerala-attack-pro-caa-rally-by-bjp-rss/
64,https://www.altnews.in/old-unrelated-video-shared-as-caa-support-rally-by-sadhu-agoras-in-haridwar/
65,https://www.altnews.in/does-chhapaak-portray-acid-attack-convict-as-a-hindu-named-rajesh-no-false-claim/
66,https://www.altnews.in/old-video-from-rajasthan-falsely-shared-as-hindu-women-assaulted-by-muslims-in-pakistan/
67,https://www.altnews.in/video-game-footage-viral-as-us-forces-taking-down-iranian-major-general-qasem-soleimani/
68,https://www.altnews.in/morphed-photo-viral-as-abvp-assam-protesting-against-caa-nrc/
69,https://www.altnews.in/muslim-student-from-jnu-falsely-blamed-for-masterminding-violence-at-the-university/
70,https://www.altnews.in/jnu-violence-abvp-bjp-office-bearers-falsely-claim-sfi-activist-faked-injuries/
71,https://www.altnews.in/old-unrelated-images-viral-as-sex-toys-condoms-found-inside-jnu-campus/
72,https://www.altnews.in/video-of-abvp-member-assaulting-aisa-student-shared-by-journalists-as-left-parties-attacking-abvp/
73,https://www.altnews.in/no-umar-khalid-did-not-raise-hinduo-se-azadi-slogan-at-gateway-of-india-mumbai/
74,https://www.altnews.in/image-of-symbolic-one-eye-bandaged-protest-shared-as-caa-protesters-faking-injury/
75,https://www.altnews.in/no-photo-of-mother-breastfeeding-baby-through-a-fence-is-not-related-to-nrc/
76,https://www.altnews.in/video-from-hyderabad-viral-as-police-arresting-people-in-assam-after-nrc/
77,https://www.altnews.in/pak-pm-imran-khan-shared-old-unrelated-videos-as-pogrom-against-muslims-in-india/
78,https://www.altnews.in/2013-video-from-bangladesh-riot-viral-as-assams-police-brutality-after-nrc/
79,https://www.altnews.in/fictional-story-muslim-boy-elopes-with-hindu-jain-girl-muslims-terminated-from-jobs-girl-returned/
80,https://www.altnews.in/audio-superimposed-on-2015-image-falsely-suggests-modi-govt-jailed-muslim-women/
81,https://www.altnews.in/old-video-falsely-shared-as-posters-of-hindu-gods-burnt-during-caa-protests/
82,https://www.altnews.in/pak-users-falsely-claim-canada-deports-indian-students-for-submitting-fake-ielts-results/
83,https://www.altnews.in/old-video-of-sp-leader-mavia-ali-shared-as-that-of-congress-leader-naseemuddin-siddiqui/
0,https://www.altnews.in/old-unrelated-video-of-arms-hidden-inside-cans-of-ghee-falsely-linked-to-delhi-riots/
1,https://www.altnews.in/no-this-isnt-justice-murlidhar-with-sonia-gandhi-while-she-files-nomination-papers/
2,https://www.altnews.in/photo-of-rescue-op-viral-as-cops-helping-mob-carry-petrol-bombs-to-aaps-tahir-hussains-residence/
3,https://www.altnews.in/unrelated-video-of-mob-violence-in-mp-viral-as-delhi-riots/
4,https://www.altnews.in/verification-aap-councillor-tahir-hussains-video-appealing-for-police-help/
5,https://www.altnews.in/old-unrelated-images-shared-as-hindu-women-attacked-during-delhi-riots/
6,https://www.altnews.in/old-photograph-of-up-police-personnel-throwing-a-stone-shared-as-delhi-police/
7,https://www.altnews.in/mock-drill-video-of-chinese-swat-team-tackling-coronavirus-victim-viral-as-real/
8,https://www.altnews.in/photos-of-2018-incident-of-girl-beheaded-in-mp-revived-with-false-communal-angle/
9,https://www.altnews.in/old-video-shared-as-delhi-police-releasing-chemical-gas-inside-muslim-homes-in-jafrabad/
10,https://www.altnews.in/video-of-anti-caa-protesters-pelting-stones-against-ahmedabad-police-goes-viral-in-the-name-of-delhi-riots/
11,https://www.altnews.in/delhi-riots-jafrabad-shooters-name-is-not-anurag-mishra-unrelated-mans-images-circulated/
12,https://www.altnews.in/old-video-viral-as-anti-caa-protesters-block-inderlok-metro-station-area-in-delhi/
13,https://www.altnews.in/fake-message-about-dcp-amit-sharmas-death-during-delhi-riots-goes-viral/
14,https://www.altnews.in/verification-video-of-mosque-vandalised-set-on-fire-is-from-ashok-nagar-in-delhi/
15,https://www.altnews.in/video-verification-delhi-cops-beating-injured-men-forcing-them-to-sing-national-anthem/
16,https://www.altnews.in/video-of-bus-driver-beaten-up-in-maharashtra-shared-with-communal-angle-amid-delhi-riots/
17,https://www.altnews.in/delhi-violence-man-seen-with-bjps-kapil-mishra-is-not-the-jafrabad-shooter/
18,https://www.altnews.in/old-video-of-police-excess-in-pakistan-falsely-shared-as-atrocities-on-hindu-women/
19,https://www.altnews.in/delhi-violence-jafrabad-shooter-falsely-identified-as-part-of-pro-caa-mob/
20,https://www.altnews.in/mohan-bhagwat-did-not-say-nationalism-means-hitler-fascism-media-misreports/
21,https://www.altnews.in/coronavirus-image-showing-sulphur-dioxide-forecasts-falsely-linked-with-mass-cremation-in-wuhan/
22,https://www.altnews.in/no-ratan-tata-has-not-announcement-that-jnu-students-will-not-be-recruited-by-tata-group/
23,https://www.altnews.in/fictitious-list-of-names-viral-as-accused-in-naval-spy-racket/
24,https://www.altnews.in/how-indian-media-fooled-the-nation-about-a-massive-discovery-of-gold-reserves/
25,https://www.altnews.in/no-a-yogi-wasnt-found-alive-in-meditative-state-300-years-after-his-burial/
26,https://www.altnews.in/indian-politicians-on-a-spree-of-denying-on-record-statements-alt-news-compilation/
27,https://www.altnews.in/a-video-is-viral-with-false-claim-that-non-muslims-are-offering-namaz-for-protection-against-coronavirus/
28,https://www.altnews.in/truth-behind-photo-of-man-carrying-wife-during-1971-bangladesh-liberation-war/
29,https://www.altnews.in/old-unrelated-image-viral-as-condoms-found-in-shaheen-bagh/
30,https://www.altnews.in/photo-of-wall-painted-ahead-of-trumps-gujarat-visit-morphed-and-shared-online/
31,https://www.altnews.in/jamia-violence-student-from-video-of-police-lathi-charge-not-the-man-seen-in-arson-video/
32,https://www.altnews.in/image-from-2017-viral-as-aamir-khan-recently-met-turkish-president-erdogan/
33,https://www.altnews.in/india-today-and-its-botched-up-exclusive-on-jamia-police-violence-alt-news-investigation/
34,https://www.altnews.in/jamia-violence-media-misreport-wallet-as-stone-in-students-hand/
35,https://www.altnews.in/jamia-violence-student-beaten-in-police-lathicharge-is-not-the-one-torching-bike/
36,https://www.altnews.in/jamia-violence-student-in-the-cctv-footage-is-not-the-one-injured-in-jamia-shooting/
37,https://www.altnews.in/false-claim-of-40-new-mlas-of-aap-facing-rape-charges/
38,https://www.altnews.in/is-classification-as-developed-nation-by-us-good-news-for-india-a-fact-check/
39,https://www.altnews.in/muslim-family-beats-hindu-man-to-death-train-altercation-given-false-communal-angle/
40,https://www.altnews.in/amit-shah-makes-false-claim-that-no-bjp-leader-said-protestors-in-shaheen-bagh-will-rape-women/
41,https://www.altnews.in/how-twitterati-followed-by-pm-modi-spread-misinformation-about-deepika-padukones-chhapaak/
42,https://www.altnews.in/car-bomb-explosion-in-iraq-revived-as-cctv-footage-of-pulwama-terror-attack/
43,https://www.altnews.in/chinese-police-shooting-down-coronavirus-patients-manufactured-clip-viral/
44,https://www.altnews.in/video-of-hawker-carts-demolished-in-odisha-now-shared-as-ahmedabad/
45,https://www.altnews.in/video-from-us-viral-as-jain-community-in-surat-hired-helicopter-to-rescue-bird/
46,https://www.altnews.in/fake-tweet-portrays-aap-mla-amanatullah-khan-saying-islam-will-win-across-india/
47,https://www.altnews.in/did-bjp-lose-36-seats-by-a-margin-of-less-than-2000-votes-in-delhi-assembly-elections/
48,https://www.altnews.in/rahul-gandhi-blames-pm-modi-for-unemployment-of-eagles-edited-video-viral/
49,https://www.altnews.in/fake-letter-being-circulated-in-the-name-of-manoj-tiwari-saying-that-he-asked-amit-shah-and-narendra-modi-not-to-come-to-delhi-for-election-campaign/
50,https://www.altnews.in/misleading-reports-claim-shaheen-bagh-empty-post-aap-win-in-delhi-election/
51,https://www.altnews.in/a-video-from-florida-is-shared-as-china-where-birds-effected-by-coronavirus/
52,https://www.altnews.in/old-video-from-rajasthan-shared-as-muslims-chanting-slogans-of-islamic-supremacy-amid-delhi-polls/
53,https://www.altnews.in/no-this-video-doesnt-show-people-infected-with-coronavirus-china-screaming-for-help/
54,https://www.altnews.in/old-unrelated-photos-viral-as-zee-news-office-attacked-for-insulting-delhi-voters/
55,https://www.altnews.in/amit-malviya-how-ringmaster-of-bjps-propaganda-machinery-weaponises-misinformation/
56,https://www.altnews.in/coronavirus-in-broiler-chicken-h5n1-bird-flu-outbreak-in-china-falsely-linked-with-cov/
57,https://www.altnews.in/video-that-shows-eviction-process-in-odisha-shared-as-up-with-false-claim/
58,https://www.altnews.in/cannabis-kills-coronavirus-vivek-agnihotri-shares-scientific-misinformation-via-meme/
59,https://www.altnews.in/manjinder-sirsa-shares-report-on-pakistans-punjab-to-target-capt-amarinder-singh/
60,https://www.altnews.in/no-china-did-not-seek-courts-approval-to-kill-over-20000-coronavirus-patients/
61,https://www.altnews.in/pm-modi-quotes-faking-news-in-parliament-to-target-former-jk-cm-omar-abdullah/
62,https://www.altnews.in/media-analysis-anis-skewed-coverage-of-caa-protests-abroad/
63,https://www.altnews.in/people-lying-on-the-road-as-part-of-an-art-project-in-germany-falsely-linked-to-coronavirus/
64,https://www.altnews.in/zariya-not-shariah-sambit-patra-twitted-amanatullah-khan-video-with-false-claim/
65,https://www.altnews.in/son-locked-old-mother-in-house-and-went-to-shaheen-bag-baseless-claim/
66,https://www.altnews.in/magic-blankets-video-revived-now-targeting-bjp/
67,https://www.altnews.in/ayush-ministrys-claim-that-unani-practices-can-prevent-coronavirus-infection-is-false/
68,https://www.altnews.in/old-video-of-chinese-pres-xi-jinping-visiting-mosque-shared-as-recent-during-coronavirus-outbreak/
69,https://www.altnews.in/old-videos-shot-during-african-swine-fever-outbreak-viral-amid-cornonavirus-pandemic/
70,https://www.altnews.in/fictional-bjp-mla-anil-upadhyaya-revived-with-false-claim-that-he-was-thrashed-by-women/
71,https://www.altnews.in/did-modi-govt-claim-that-it-has-no-plans-to-implement-nationwide-nrc-media-misreports/
72,https://www.altnews.in/old-video-of-pregnant-woman-injured-in-up-police-lathicharge-viral-amid-caa-protest/
73,https://www.altnews.in/truth-about-sting-claiming-shaheen-bagh-women-were-paid-rs-500-alt-news-newslaundry-joint-investigation/
74,https://www.altnews.in/video-of-indonesian-meat-market-viral-as-epicenter-of-coronavirus-outbreak-in-wuhan-china/
75,https://www.altnews.in/did-shaheen-bagh-protester-burn-indian-flag-no-old-image-from-pakistan/
76,https://www.altnews.in/abvp-claims-jnu-student-kamlesh-mandriya-was-attacked-by-left-mandriya-refutes-and-blames-abvp/
77,https://www.altnews.in/aap-gives-magic-blankets-to-different-abled-video-viral-with-false-claim/
78,https://www.altnews.in/video-of-suicide-attempt-in-tamil-nadu-viral-as-lic-employee-taking-his-own-life-in-gujarat/
79,https://www.altnews.in/incorrect-voter-information-of-jamia-shooter-circulated-to-suggest-hes-not-minor/
80,https://www.altnews.in/old-video-of-ex-malaysian-pm-viral-as-chinese-pm-praying-in-a-mosque-amid-coronavirus-outbreak/
